code,meigara,kana,kuramoto,ken,shi,address
2533, 初緑,はつみどり,石井酒造,埼玉県,幸手市,埼玉県幸手市南2-6-11
2532,豊明,ほうめい,石井酒造,埼玉県,幸手市,埼玉県幸手市南2-6-11
3019,彩の原石 幸,さいのげんせき さち,石井酒造,埼玉県,幸手市,埼玉県幸手市南2-6-11
3017,花あかり,はなあかり,石井酒造,埼玉県,幸手市,埼玉県幸手市南2-6-11
3023,ゆめ静,ゆめしずか,石井酒造,埼玉県,幸手市,埼玉県幸手市南2-6-11
3255,酒酒酒 Chou Chou Chou,しゅしゅしゅ,石井酒造,埼玉県,幸手市,埼玉県幸手市南2-6-11
3419,すぎと七福神,すぎとしちふくじん,関口酒造,埼玉県,北葛飾郡,埼玉県北葛飾郡杉戸町清地2-1-16
2535,杉戸宿,すぎとじゅく,関口酒造,埼玉県,北葛飾郡,埼玉県北葛飾郡杉戸町清地2-1-16
2534,豊泉,ほうせん,関口酒造,埼玉県,北葛飾郡,埼玉県北葛飾郡杉戸町清地2-1-16
1185,寒梅,かんばい,寒梅酒造,埼玉県,久喜市,埼玉県久喜市久喜中央2-9-27
3020,彩の原石 喜,さいのげんせき よろこび,寒梅酒造,埼玉県,久喜市,埼玉県久喜市久喜中央2-9-27
3695,I love choco,あいらぶちょこ,寒梅酒造,埼玉県,久喜市,埼玉県久喜市久喜中央2-9-27
482,力士,りきし,釜屋,埼玉県,加須市,埼玉県加須市騎西1162
3415,越ヶ谷宿,こしがやじゅく,釜屋,埼玉県,加須市,埼玉県加須市騎西1162
3657,かけはし,かけはし,釜屋,埼玉県,加須市,埼玉県加須市騎西1162
3313,加須の舞,かぞのまい,釜屋,埼玉県,加須市,埼玉県加須市騎西1162
3323,桶川,おけがわ,釜屋,埼玉県,加須市,埼玉県加須市騎西1162
1104,釜屋新八,かまやしんぱち,釜屋,埼玉県,加須市,埼玉県加須市騎西1162
1394,亀甲花菱,きっこうはなびし,清水酒造,埼玉県,加須市,埼玉県加須市戸室1006
1408,花陽浴,はなあび,南陽醸造,埼玉県,羽生市,埼玉県羽生市上新郷5951
1409,藍の郷,あいのさと,南陽醸造,埼玉県,羽生市,埼玉県羽生市上新郷5951
481,晴菊,はれぎく,東亜酒造,埼玉県,羽生市,埼玉県羽生市西4-1-11
3227,神の泉,かみのいずみ,東亜酒造,埼玉県,羽生市,埼玉県羽生市西4-1-11
487,ひこ孫,ひこまご,神亀酒造,埼玉県,蓮田市,埼玉県蓮田市馬込3-74
3298,仙亀,せんかめ,神亀酒造,埼玉県,蓮田市,埼玉県蓮田市馬込3-74
486,神亀,しんかめ,神亀酒造,埼玉県,蓮田市,埼玉県蓮田市馬込3-74
1576,清龍,せいりゅう,清龍酒造,埼玉県,蓮田市,埼玉県蓮田市閏戸659-3
1369,鏡山,かがみやま,小江戸鏡山酒造,埼玉県,川越市,埼玉県川越市仲町10-13
3102,葵万代,あおいばんだい,日本酒造,埼玉県,比企郡,埼玉県比企郡
3101,万代黒松正宗,ばんだいくろまつまさむね,日本酒造,埼玉県,比企郡,埼玉県比企郡
3091,野火止,のびどめ,佐藤酒造店,埼玉県,入間郡,埼玉県入間郡越生町津久根141-1
3092,あさか野物語,あさかのものがたり,佐藤酒造店,埼玉県,入間郡,埼玉県入間郡越生町津久根141-1
477,越生梅林,おごせばいりん,佐藤酒造店,埼玉県,入間郡,埼玉県入間郡越生町津久根141-1
1603,来陽,らいよう,越生酒造,埼玉県,入間郡,埼玉県入間郡
2826,アクアドルチェ,あくあどるちぇ,麻原酒造,埼玉県,入間郡,埼玉県入間郡毛呂山町毛呂本郷94
1090,近江屋,おうみや,麻原酒造,埼玉県,入間郡,埼玉県入間郡毛呂山町毛呂本郷94
3406,こぶしの里,こぶしのさと,麻原酒造,埼玉県,入間郡,埼玉県入間郡毛呂山町毛呂本郷94
1091,大香の蔵,たいこうのくら,麻原酒造,埼玉県,入間郡,埼玉県入間郡毛呂山町毛呂本郷94
3405,武蔵野,むさしの,麻原酒造,埼玉県,入間郡,埼玉県入間郡毛呂山町毛呂本郷94
1088,琵琶のさゝ浪,びわのさざなみ,麻原酒造,埼玉県,入間郡,埼玉県入間郡毛呂山町毛呂本郷94
3282,かわせみの里,かわせみのさと,長澤酒造,埼玉県,日高市,埼玉県日高市北平沢335
1261,高麗王,こまおう,長澤酒造,埼玉県,日高市,埼玉県日高市北平沢335
1260,君が旗,きみがはた,長澤酒造,埼玉県,日高市,埼玉県日高市北平沢335
1113,帝松,みかどまつ,松岡醸造,埼玉県,比企郡,埼玉県比企郡小川町下古寺7-2
2982,無為,むい,晴雲酒造,埼玉県,比企郡,埼玉県比企郡小川町大塚178-2
2983,玉井,たまい,晴雲酒造,埼玉県,比企郡,埼玉県比企郡小川町大塚178-2
2981,金勝山,きんしょうざん,晴雲酒造,埼玉県,比企郡,埼玉県比企郡小川町大塚178-2
1657,晴雲,せいうん,晴雲酒造,埼玉県,比企郡,埼玉県比企郡小川町大塚178-2
2528,武蔵鶴,むさしつる,武蔵鶴酒造,埼玉県,比企郡,埼玉県比企郡小川町大塚243
1120,天覧山,てんらんざん,五十嵐酒造,埼玉県,飯能市,埼玉県飯能市川寺667-1
2768,五十嵐,いがらし,五十嵐酒造,埼玉県,飯能市,埼玉県飯能市川寺667-1
3855,飯能風土記,はんのうふどき,五十嵐酒造,埼玉県,飯能市,埼玉県飯能市川寺667-1
478,有馬錦,ありまにしき,有馬錦酒造,埼玉県,飯能市,埼玉県飯能市飯能446-12
2512,清太喜,きよたき,権田酒造,埼玉県,熊谷市,埼玉県熊谷市三ヶ尻1491
2511,直実,なおざね,権田酒造,埼玉県,熊谷市,埼玉県熊谷市三ヶ尻1491
484,日本橋,にほんばし,横田酒造,埼玉県,行田市,埼玉県行田市桜町2-29-3
485,浮城,うきしろ,横田酒造,埼玉県,行田市,埼玉県行田市桜町2-29-3
2920,行田育ち,ぎょうだそだち,横田酒造,埼玉県,行田市,埼玉県行田市桜町2-29-3
483,桝川,ますかわ,川端酒造,埼玉県,行田市,埼玉県行田市佐間2-9-8
3655,AGEO,あげお,文楽,埼玉県,上尾市,埼玉県上尾市上町2-5-5
476,文楽,ぶんらく,文楽,埼玉県,上尾市,埼玉県上尾市上町2-5-5
3912,金紋朝日,きんもんあさひ,秋笹醸造,埼玉県,鴻巣市,埼玉県鴻巣市
1358,織星,おりほし,丸山酒造,埼玉県,深谷市,埼玉県深谷市横瀬1323
3925,酔眺月,すいちょうげつ,丸山酒造,埼玉県,深谷市,埼玉県深谷市横瀬1323
1357,金大星正宗,きんだいぼしまさむね,丸山酒造,埼玉県,深谷市,埼玉県深谷市横瀬1323
3924,瞬喜道,しゅんきどう,丸山酒造,埼玉県,深谷市,埼玉県深谷市横瀬1323
479,東白菊,あずましらぎく,藤橋藤三郎商店,埼玉県,深谷市,埼玉県深谷市仲町4-10
104,菊泉,きくいずみ,滝澤酒造,埼玉県,深谷市,埼玉県深谷市田所町9-20
2510,天仁,てんじん,横関酒造,埼玉県,児玉郡,埼玉県児玉郡美里町猪俣3214-1
102,武甲正宗,ぶこうまさむね,武甲酒造,埼玉県,秩父市,埼玉県秩父市宮側町21-27
3297,升屋,ますや,矢尾本店,埼玉県,秩父市,埼玉県秩父市別所1432
103,秩父錦,ちちぶにしき,矢尾本店,埼玉県,秩父市,埼玉県秩父市別所1432
480,白扇,はくせん,藤崎摠兵衛商店,埼玉県,大里郡,埼玉県大里郡寄居町寄居925-2
1522,秩父太郎,ちちぶたろう,秩父菊水酒造,埼玉県,秩父市,埼玉県秩父市下吉田3786-1
1520,秩父小次郎,ちちぶこじろう,秩父菊水酒造,埼玉県,秩父市,埼玉県秩父市下吉田3786-1
1523,秩父次郎,ちちぶじろう,秩父菊水酒造,埼玉県,秩父市,埼玉県秩父市下吉田3786-1
1521,秩父菊水,ちちぶきくすい,秩父菊水酒造,埼玉県,秩父市,埼玉県秩父市下吉田3786-1
2915,慶長,けいちょう,和久井酒造,埼玉県,秩父市,埼玉県秩父市
841,富久娘,ふくむすめ,福徳長酒類,千葉県,松戸市,千葉県松戸市上本郷字仲原250
1882,福徳長,ふくとくちょう,福徳長酒類,千葉県,松戸市,千葉県松戸市上本郷字仲原250
1997,勝鹿,かつしか,窪田酒造,千葉県,野田市,千葉県野田市山崎685
1996,旭鶴,あさひづる,旭鶴,千葉県,佐倉市,千葉県佐倉市馬渡918
2212,一喜,いっき,飯沼本家,千葉県,印旛郡,千葉県印旛郡酒々井町馬橋106
105,甲子,きのえねまさむね,飯沼本家,千葉県,印旛郡,千葉県印旛郡酒々井町馬橋106
1995,長命泉,ちょうめいせん,滝沢本店,千葉県,成田市,千葉県成田市上町
1370,東薫,とうくん,東薫酒造,千葉県,香取市,千葉県香取市佐原イ627
3125,すいごうさかり,すいごうさかり,馬場本店酒造,千葉県,香取市,千葉県香取市佐原イ614-1
2014,糀善,こうぜん,馬場本店酒造,千葉県,香取市,千葉県香取市佐原イ614-1
2015,海舟散人,かいしゅうさんじん,馬場本店酒造,千葉県,香取市,千葉県香取市佐原イ614-1
3126,佐原ばやし,さはらばやし,馬場本店酒造,千葉県,香取市,千葉県香取市佐原イ614-1
490,銚子の誉,ちょうしのほまれ,石上酒造,千葉県,銚子市,千葉県銚子市田中町7-1
2012,徳明,とくめい,飯田酒造場,千葉県,銚子市,千葉県銚子市清川町2-1-2
2011,祥兆,しょうちょう,小林酒造場,千葉県,銚子市,千葉県銚子市松岸町2-78
3300,醍醐のしずく,だいごのしずく,寺田本家,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1964
488,五人娘,ごにんむすめ,寺田本家,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1964
1545,むすひ,むすび,寺田本家,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1964
1595,香取,かとり,寺田本家,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1964
2766,八千代桜,やちよざくら,鍋店,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1916
489,仁勇,じんゆう,鍋店,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1916
1599,不動,ふどう,鍋店,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1916
2017,惣兵衛,そうべえ,飯田本家,千葉県,香取市,千葉県香取市小見川178
2016,大姫,おおひめ,飯田本家,千葉県,香取市,千葉県香取市小見川178
2018,神明,しんめい,神明酒造,千葉県,香取郡,千葉県香取郡東庄町夏目298
106,梅一輪,うめいちりん,梅一輪酒造,千葉県,山武市,千葉県山武市松ケ谷イ2902
2009,東姫,あづまひめ,東條酒造,千葉県,山武市,千葉県山武市姫島1010
2010,花いちもんめ,はないちもんめ,花の友,千葉県,山武市,千葉県山武市松尾町大堤438
491,寒菊,かんぎく,寒菊銘醸,千葉県,山武市,千葉県山武市松尾町武野里11
1634,光鬼舞,ひかりおにまい,青柳酒造,千葉県,山武郡,千葉県山武郡横芝光町篠本726
1633,篠緑,ささみどり,青柳酒造,千葉県,山武郡,千葉県山武郡横芝光町篠本726
1464,舞桜,まいざくら,守屋酒造,千葉県,山武市,千葉県山武市蓮沼ハー2929
2013,富士乃友,ふじのとも,宮崎本家,千葉県,匝瑳市,千葉県匝瑳市野手1699
2000,月華,げっか,吉崎酒造,千葉県,君津市,千葉県君津市久留里市場102
1999,吉寿,きちじゅ,吉崎酒造,千葉県,君津市,千葉県君津市久留里市場102
1565,福祝,ふくいわい,藤平酒造,千葉県,君津市,千葉県君津市久留里市場147
1998,峯の精,みねのせい,宮崎酒造店,千葉県,君津市,千葉県君津市戸崎1780
2001,飛鶴,とびつる,森酒造店,千葉県,君津市,千葉県君津市愛宕202
3079,天乃原,あまのはら,須藤本家,千葉県,君津市,千葉県君津市青柳16-10
2004,富泉,とみいずみ,千蔵酒造,千葉県,南房総市,千葉県南房総市
2005,秀楽,しゅうらく,秀楽酒造,千葉県,鴨川市,千葉県鴨川市貝渚671
2006,海神,かいじん,秀楽酒造,千葉県,鴨川市,千葉県鴨川市貝渚671
493,古代の舞,こだいのまい,亀田酒造,千葉県,鴨川市,千葉県鴨川市仲329
110,寿萬亀,じゅまんがめ,亀田酒造,千葉県,鴨川市,千葉県鴨川市仲329
3856,無印良品 日本酒,むじるしりょうひん にほんしゅ,亀田酒造,千葉県,鴨川市,千葉県鴨川市仲329
3708,ORBIA SOL,,木戸泉酒造,千葉県,いすみ市,千葉県いすみ市大原7635-1
3257,白玉香,はくぎょくこう,木戸泉酒造,千葉県,いすみ市,千葉県いすみ市大原7635-1
107,木戸泉,きどいずみ,木戸泉酒造,千葉県,いすみ市,千葉県いすみ市大原7635-1
2007,大多喜城,おおたきじょう,豊乃鶴酒造,千葉県,夷隅郡,千葉県夷隅郡大多喜町新丁88
2008,銭神,ぜにがみ,豊乃鶴酒造,千葉県,夷隅郡,千葉県夷隅郡大多喜町新丁88
2003,若みずき,わかみずき,和蔵酒造 貞元蔵,千葉県,君津市,千葉県貞元蔵〒299-1131 千葉県
2002,鹿野山,かのうざん,和蔵酒造 貞元蔵,千葉県,君津市,千葉県貞元蔵〒299-1131 千葉県
108,聖泉,せいせん,和蔵酒造 竹岡蔵,千葉県,富津市,千葉県竹岡蔵〒299-1621 千葉県
109,東魁盛,とうかいざかり,小泉酒造,千葉県,富津市,千葉県富津市上後423-1
3412,東魁,とうかい,小泉酒造,千葉県,富津市,千葉県富津市上後423-1
3410,東魁正宗,とうかいまさむね,小泉酒造,千葉県,富津市,千葉県富津市上後423-1
3411,ソムリエ,そむりえ,小泉酒造,千葉県,富津市,千葉県富津市上後423-1
3080,ふさ正宗,ふさまさむね,石野商店,千葉県,山武郡,千葉県山武郡
1367,稲花,,稲花酒造,千葉県,長生郡,千葉県長生郡一宮町東浪見5841
1368,一の宮,いちのみや,稲花酒造,千葉県,長生郡,千葉県長生郡一宮町東浪見5841
1617,岩の井,いわのい,岩瀬酒造,千葉県,夷隅郡,千葉県夷隅郡御宿町久保1916
1994,鳴海,なるか,東灘醸造,千葉県,勝浦市,千葉県勝浦市串浜1033
1993,東灘,あずまなだ,東灘醸造,千葉県,勝浦市,千葉県勝浦市串浜1033
492,腰古井,こしごい,吉野酒造,千葉県,勝浦市,千葉県勝浦市植野571
3596,東京,とうきょう,東京港醸造,東京都,港区,東京都港区芝4-7-10
3614,Tokyo Mead,とうきょうみーど,東京港醸造,東京都,港区,東京都港区芝4-7-10
3322,江戸開城,えどかいじょう,東京港醸造,東京都,港区,東京都港区芝4-7-10
1524,丸眞正宗,,小山酒造,東京都,北区,東京都北区岩淵町26-10
2990,東京盛,とうきょうざかり,小山酒造,東京都,北区,東京都北区岩淵町26-10
2686,国府鶴,こうづる,野口酒造店,東京都,府中市,東京都府中市寿町2-4-8
3184,十右衛門,じゅうえもん,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
1360,東村山,ひがしむらやま,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
1359,金婚,きんこん,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
3690,利他,りた,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
1361,屋守,おくのかみ,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
3704,二重橋,にじゅうばし,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
3546,羽田,はねだ,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
494,喜正,きしょう,野崎酒造,東京都,あきる野市,東京都あきる野市戸倉63
3535,しろやま桜,しろやまざくら,野崎酒造,東京都,あきる野市,東京都あきる野市戸倉63
3580,八王子城,はちおうじじょう,小澤酒造場,東京都,八王子市,東京都八王子市八木町2-15
495,桑乃都,くわのみやこ,小澤酒造場,東京都,八王子市,東京都八王子市八木町2-15
1167,陣馬山,じんばさん,中島酒造場,東京都,八王子市,東京都八王子市
1165,日出山,ひのでやま,中島酒造場,東京都,八王子市,東京都八王子市
1166,高尾山,たかおさん,中島酒造場,東京都,八王子市,東京都八王子市
945,多満自慢,たまじまん,石川酒造,東京都,福生市,東京都福生市熊川1
3613,たまの八重桜,やえさくら,石川酒造,東京都,福生市,東京都福生市熊川1
2760,田むら,たむら,田村酒造場,東京都,福生市,東京都福生市福生626
111,嘉泉,かせん,田村酒造場,東京都,福生市,東京都福生市福生626
3305,風雲剣鬼伝 厳流小次郎,がんりゅうこじろう,田村酒造場,東京都,福生市,東京都福生市福生626
496,千代鶴,ちよつる,中村酒造場,東京都,あきる野市,東京都あきる野市牛沼63
112,澤乃井,さわのい,小澤酒造,東京都,青梅市,東京都青梅市沢井2-770
2688,とうきょう地酒,とうきょうじざけ,土屋酒造,東京都,狛江市,東京都狛江市
2687,鳳桜,おおとりざくら,土屋酒造,東京都,狛江市,東京都狛江市
1461,吟雪,ぎんせつ,渡辺酒造,東京都,武蔵村山市,東京都武蔵村山市
1241,相模灘,さがみなだ,久保田酒造,神奈川県,相模原市緑区,神奈川県相模原市緑区根小屋702
500,巌乃泉,いわおのいずみ,清水酒造,神奈川県,相模原市,神奈川県相模原市津久井町中野1322
1586,盛升,さかります,黄金井酒造,神奈川県,厚木市,神奈川県厚木市七沢769
1174,残草蓬莱,ざるそうほうらい,大矢孝酒造,神奈川県,愛甲郡,神奈川県愛甲郡愛川町田代521
2903,昇龍蓬莱,しょうりゅうほうらい,大矢孝酒造,神奈川県,愛甲郡,神奈川県愛甲郡愛川町田代521
3187,俊也,しゅんなり,大矢孝酒造,神奈川県,愛甲郡,神奈川県愛甲郡愛川町田代521
499,いづみ橋,いづみばし,泉橋酒造,神奈川県,海老名市,神奈川県海老名市下今泉5-5-1
1204,ちえぶくろ,ちえぶくろ,相田酒造店,神奈川県,小田原市,神奈川県小田原市
1205,横浜の星,よこはまのほし,相田酒造店,神奈川県,小田原市,神奈川県小田原市
1203,火牛,かぎゅう,相田酒造店,神奈川県,小田原市,神奈川県小田原市
1206,早雲,そううん,相田酒造店,神奈川県,小田原市,神奈川県小田原市
1481,舞姿,まいすがた,舞姿酒造,神奈川県,南足柄市,神奈川県南足柄市
1295,鎌倉栞,かまくらしおり,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
1294,湘南,しょうなん,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
1293,天青,てんせい,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
2692,熊澤,くまざわ,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
2691,曙光,しょこう,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
501,松みどり,,中澤酒造,神奈川県,足柄上郡,神奈川県足柄上郡松田町松田惣領1875
2689,四季の箱根,しきのはこね,中澤酒造,神奈川県,足柄上郡,神奈川県足柄上郡松田町松田惣領1875
1479,箱根山,はこねやま,井上酒造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井552
3730,箱根薔薇,はこねばら,井上酒造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井552
3530,SWEET HEART,すうぃーとはーと,井上酒造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井552
2797,仙鳴郷,せんめいきょう,井上酒造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井552
1588,曽我の誉,そがのほまれ,石井醸造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井954
3260,あしがり郷,あしがりごう,瀬戸酒造店,神奈川県,足柄上郡,神奈川県足柄上郡開成町金井島17
1480,酒田錦,さかたにしき,瀬戸酒造店,神奈川県,足柄上郡,神奈川県足柄上郡開成町金井島17
498,丹沢山,たんざわさん,川西屋酒造店,神奈川県,足柄上郡,神奈川県足柄上郡山北町山北250
1071,隆,りゅう,川西屋酒造店,神奈川県,足柄上郡,神奈川県足柄上郡山北町山北250
3795,報徳娘,ほうとくむすめ,川西屋酒造店,神奈川県,足柄上郡,神奈川県足柄上郡山北町山北250
1478,菊勇,きくゆう,吉川醸造,神奈川県,伊勢原市,神奈川県伊勢原市神戸681
2690,MOZART,モーツァルト,金井酒造店,神奈川県,秦野市,神奈川県秦野市堀山下182-1
497,白笹つづみ,しらささつづみ,金井酒造店,神奈川県,秦野市,神奈川県秦野市堀山下182-1
502,太冠,たいかん,太冠酒造,山梨県,南アルプス市,山梨県南アルプス市上宮地57
503,榊正宗,さかきまさむね,横内酒造店,山梨県,南アルプス市,山梨県南アルプス市上宮地57
511,春鶯囀,しゅんのうてん,萬屋醸造店,山梨県,南巨摩郡,山梨県南巨摩郡富士川町青柳町1202-1
3658,本菱,ほんびし,萬屋醸造店,山梨県,南巨摩郡,山梨県南巨摩郡富士川町青柳町1202-1
510,梅が枝,うめがえ,大久保酒造店,山梨県,南巨摩郡,山梨県南巨摩郡富士川町大久保341
1163,笹一,ささいち,笹一酒造,山梨県,大月市,山梨県大月市笹子町吉久保26
2821,旦,だん,笹一酒造,山梨県,大月市,山梨県大月市笹子町吉久保26
3745,木火土金水,もっかどこんすい,笹一酒造,山梨県,大月市,山梨県大月市笹子町吉久保26
1907,拳王,けんおう,笹一酒造,山梨県,大月市,山梨県大月市笹子町吉久保26
3290,與五右衛門,よごえもん,井出醸造店,山梨県,南都留郡,山梨県南都留郡富士河口湖町船津8
1731,甲斐の開運,かいのかいうん,井出醸造店,山梨県,南都留郡,山梨県南都留郡富士河口湖町船津8
1949,櫂,かい,養老酒造,山梨県,山梨市,山梨県山梨市北567
1948,養老,ようろう,養老酒造,山梨県,山梨市,山梨県山梨市北567
1950,玉笹,たまささ,養老酒造,山梨県,山梨市,山梨県山梨市北567
508,美和乃帝,みわのみかど,腕相撲酒造,山梨県,笛吹市,山梨県笛吹市御坂町夏目原1374
3176,黒駒の勝蔵,くろこまのかつぞう,腕相撲酒造,山梨県,笛吹市,山梨県笛吹市御坂町夏目原1374
507,腕相撲,うでずもう,腕相撲酒造,山梨県,笛吹市,山梨県笛吹市御坂町夏目原1374
509,御坂路,みさかみち,腕相撲酒造,山梨県,笛吹市,山梨県笛吹市御坂町夏目原1374
2089,青煌,せいこう,武の井酒造,山梨県,北杜市,山梨県北杜市高根町箕輪1450
504,武の井,たけのい,武の井酒造,山梨県,北杜市,山梨県北杜市高根町箕輪1450
2607,甲斐男山,かいおとこやま,八巻酒造店,山梨県,北杜市,山梨県北杜市高根町下黒澤950
3540,七賢 スパークリング,しちけん すぱーくりんぐ,山梨銘醸,山梨県,北杜市,山梨県北杜市白州町台ヶ原2283
506,七賢,しちけん,山梨銘醸,山梨県,北杜市,山梨県北杜市白州町台ヶ原2283
505,谷桜,,谷櫻酒造,山梨県,北杜市,山梨県北杜市大泉町谷戸2037
2608,日の出菊,ひのでぎく,横山酒造店,山梨県,南巨摩郡,山梨県南巨摩郡南部町南部8255
3350,栴檀,せんだん,二葉屋酒造店,山梨県,西八代郡,山梨県西八代郡
3470,車懸,くるまがかり,越後・謙信SAKEまつり,新潟県,,
3629,雪兜,ゆきかぶと,高橋酒造,新潟県,長岡市,新潟県長岡市地蔵1-8-2
3628,春まちうさぎ,はるまちうさぎ,高橋酒造,新潟県,長岡市,新潟県長岡市地蔵1-8-2
566,長陵,ちょうりょう,高橋酒造,新潟県,長岡市,新潟県長岡市地蔵1-8-2
3627,越乃輝虎,こしのてるとら,高橋酒造,新潟県,長岡市,新潟県長岡市地蔵1-8-2
2318,越の雄町,こしのおまち,美の川酒造,新潟県,長岡市,新潟県長岡市
141,美の川,みのがわ,美の川酒造,新潟県,長岡市,新潟県長岡市
2320,朱鷺,とき,美の川酒造,新潟県,長岡市,新潟県長岡市
2896,山城屋,やましろや,越銘醸,新潟県,長岡市,新潟県長岡市栃尾大町2－8
1441,越の川,こしのかわ,越銘醸,新潟県,長岡市,新潟県長岡市栃尾大町2－8
1440,越の鶴,こしのつる,越銘醸,新潟県,長岡市,新潟県長岡市栃尾大町2－8
2746,壱醸,いちじょう,越銘醸,新潟県,長岡市,新潟県長岡市栃尾大町2－8
570,越乃景虎,こしのかげとら,諸橋酒造,新潟県,長岡市,新潟県長岡市北荷頃408
1110,越乃千禄,こしのせんろく,諸橋酒造,新潟県,長岡市,新潟県長岡市北荷頃408
1889,初日正宗,はつひまさむね,長谷川酒造,新潟県,長岡市,新潟県長岡市摂田屋2-7-28
1890,越後 長岡城,ながおかじょう,長谷川酒造,新潟県,長岡市,新潟県長岡市摂田屋2-7-28
3854,NAGAOKA,ながおか,長谷川酒造,新潟県,長岡市,新潟県長岡市摂田屋2-7-28
1888,越後 雪紅梅,せっこうばい,長谷川酒造,新潟県,長岡市,新潟県長岡市摂田屋2-7-28
139,お福正宗,おふくまさむね,お福酒造,新潟県,長岡市,新潟県長岡市横枕町606
2363,千代都,ちよのみやこ,お福酒造,新潟県,長岡市,新潟県長岡市横枕町606
2364,五百代,いおしろ,お福酒造,新潟県,長岡市,新潟県長岡市横枕町606
2360,山古志,やまこし,お福酒造,新潟県,長岡市,新潟県長岡市横枕町606
568,越乃柏露,こしのはくろ,柏露酒造,新潟県,長岡市,新潟県長岡市十日町1927
3009,越乃黒鷹,こしのくろたか,柏露酒造,新潟県,長岡市,新潟県長岡市十日町1927
2355,幾久屋,きくや,恩田酒造,新潟県,長岡市,新潟県長岡市六日市町1330
138,舞鶴,まいつる,恩田酒造,新潟県,長岡市,新潟県長岡市六日市町1330
564,越の吟月,こしのぎんげつ,恩田酒造,新潟県,長岡市,新潟県長岡市六日市町1330
3519,越乃飛燕,こしのひえん,吉乃川,新潟県,長岡市,新潟県長岡市摂田屋4-8-12
569,吉乃川,よしのがわ,吉乃川,新潟県,長岡市,新潟県長岡市摂田屋4-8-12
3691,越後長岡藩,えちごながおかはん,関原酒造,新潟県,長岡市,新潟県長岡市関原町1-1029-1
140,群亀,ぐんき,関原酒造,新潟県,長岡市,新潟県長岡市関原町1-1029-1
3702,六郎次,ろくろうじ,栃倉酒造,新潟県,長岡市,新潟県長岡市大積町1乙274-3
567,米百俵,こめひゃっぴょう,栃倉酒造,新潟県,長岡市,新潟県長岡市大積町1乙274-3
142,越乃白雁,こしのはくがん,中川酒造,新潟県,長岡市,新潟県長岡市脇野町2011
1423,福扇,ふくせん,河忠酒造,新潟県,長岡市,新潟県長岡市脇野町1677番地
1422,想天坊,そうてんぼう,河忠酒造,新潟県,長岡市,新潟県長岡市脇野町1677番地
3339,じゃんげ,じゃんげ,河忠酒造,新潟県,長岡市,新潟県長岡市脇野町1677番地
